id,address,city,housing_type,price,price_per_m2,price_diff%,area,ground_area,rooms,year_built,energy_label,monthly_cost,date_added,date_removed,days_on_sale,status,retrieved,link
1921950,"Bratskovvej 1A, st.. th.",2720 Vanløse,Ejerlejlighed,4495000,54156,0.0,83,0,4,1937-01-01,E,2918,2022-08-16,,74,online,2022-10-26 20:28:28,/bolig/1921950/bratskovvej_1a_st_th_2720_vanloese
1922496,"Markskellet 10, 3. tv.",2720 Vanløse,Ejerlejlighed,6495000,29522,-0.13,220,4791,6,1932-01-01,D,6636,2022-08-17,,73,online,2022-10-26 20:28:28,/bolig/1922496/markskellet_10_3_tv_2720_vanloese
1922749,"Ålekistevej 53, 1. 10.",2720 Vanløse,Ejerlejlighed,1598000,39950,-0.03,40,0,1,1974-01-01,D,3047,2022-08-18,,72,online,2022-10-26 20:28:28,/bolig/1922749/aalekistevej_53_1_10_2720_vanloese
1922770,"Himmerlandsvej 31, 2. TV",2720 Vanløse,Ejerlejlighed,2695000,38500,-0.05,70,0,4,1932-01-01,D,2224,2022-08-18,,72,online,2022-10-26 20:28:28,/bolig/1922770/himmerlandsvej_31_2_tv_2720_vanloese
1922927,Toftøjevej 25A,2720 Vanløse,Villa,7495000,74950,-0.03,100,706,5,1943-01-01,C,8160,2022-08-18,,72,online,2022-10-26 20:28:28,/bolig/1922927/toftoejevej_25a_2720_vanloese
1924397,"Ådalsvej 23A, st.. th.",2720 Vanløse,Ejerlejlighed,1998000,37698,-0.09,53,0,2,1935-01-01,D,2363,2022-08-24,,66,online,2022-10-26 20:28:28,/bolig/1924397/aadalsvej_23a_st_th_2720_vanloese
1924338,Flakholmen 30 1 tv,2720 Vanløse,Ejerlejlighed,3195000,48409,0.0,66,0,3,1940-01-01,D,2879,2022-08-23,,67,online,2022-10-26 20:28:28,/bolig/1924338/flakholmen_30_1_tv_2720_vanloese
1924505,Dønnerupvej 11,2720 Vanløse,Villa,4998000,42355,-0.05,118,436,4,1966-01-01,D,5130,2022-08-24,,66,online,2022-10-26 20:28:28,/bolig/1924505/doennerupvej_11_2720_vanloese
1925287,"Slotsherrensvej 76, 1.",2720 Vanløse,Ejerlejlighed,2745000,44274,-0.05,62,309,4,1919-01-01,C,2381,2022-08-26,,64,online,2022-10-26 20:28:28,/bolig/1925287/slotsherrensvej_76_1_2720_vanloese
1925347,Lønstrupvej 92,2720 Vanløse,Villa,9995000,62080,0.0,161,691,5,1937-01-01,D,7614,2022-08-26,,64,online,2022-10-26 20:28:28,/bolig/1925347/loenstrupvej_92_2720_vanloese
1925549,"Langdraget 31, 2. tv.",2720 Vanløse,Ejerlejlighed,2198000,39250,0.0,56,0,2,1935-01-01,D,3121,2022-08-27,,63,online,2022-10-26 20:28:28,/bolig/1925549/langdraget_31_2_tv_2720_vanloese
1925816,"Sallingvej 74, 1. th",2720 Vanløse,Ejerlejlighed,2095000,32734,0.0,64,0,2,1937-01-01,D,3207,2022-08-29,,61,online,2022-10-26 20:28:28,/bolig/1925816/sallingvej_74_1_th_2720_vanloese
1925837,Rebildvej 19,2720 Vanløse,Villa,5650000,52314,0.0,108,344,4,1937-01-01,D,4513,2022-08-29,,61,online,2022-10-26 20:28:28,/bolig/1925837/rebildvej_19_2720_vanloese
1926010,"Hasselvej 1, 2. th.",2720 Vanløse,Ejerlejlighed,2270000,39824,-0.05,57,0,2,1935-01-01,F,2745,2022-08-30,,60,online,2022-10-26 20:28:28,/bolig/1926010/hasselvej_1_2_th_2720_vanloese
1927034,"Vinkelager 15, ST. MF",2720 Vanløse,Ejerlejlighed,1495000,40405,-0.06,37,0,1,1957-01-01,D,1863,2022-09-01,,58,online,2022-10-26 20:28:28,/bolig/1927034/vinkelager_15_st_mf_2720_vanloese
1927065,"Bratskovvej 17, st.",2720 Vanløse,Villalejlighed,5998000,54527,-0.1,110,682,4,1925-01-01,F,3434,2022-09-01,,58,online,2022-10-26 20:28:28,/bolig/1927065/bratskovvej_17_st_2720_vanloese
1927078,"Katholmvej 15, st.",2720 Vanløse,Villalejlighed,6895000,69646,-0.05,99,788,4,1929-01-01,C,3651,2022-09-01,,58,online,2022-10-26 20:28:28,/bolig/1927078/katholmvej_15_st_2720_vanloese
1927002,Grøndals Parkvej 48,2720 Vanløse,Villa,9995000,52605,-0.05,190,558,6,1935-01-01,E,5636,2022-09-01,2022-10-29,56,removed,2022-10-26 20:28:32,/bolig/1927002/groendals_parkvej_48_2720_vanloese
1927166,Jernbane Allé 21 4 29,2720 Vanløse,Ejerlejlighed,2995000,41027,0.0,73,0,2,1974-01-01,B,3281,2022-09-01,,58,online,2022-10-26 20:28:32,/bolig/1927166/jernbane_alle_21_4_29_2720_vanloese
1928115,Skjulhøj Allé 22C,2720 Vanløse,Ejerlejlighed,4395000,104642,0.0,42,0,2,1899-01-01,D,3089,2022-09-05,,54,online,2022-10-26 20:28:32,/bolig/1928115/skjulhoej_alle_22c_2720_vanloese
1928825,"Rebildvej 14, st.",2720 Vanløse,Villalejlighed,4995000,47122,0.0,106,860,4,1933-01-01,D,3308,2022-09-07,,52,online,2022-10-26 20:28:32,/bolig/1928825/rebildvej_14_st_2720_vanloese
1929002,"Langdraget 27, st. tv",2720 Vanløse,Ejerlejlighed,2650000,48181,-0.05,55,0,2,1935-01-01,D,2885,2022-09-08,,51,online,2022-10-26 20:28:32,/bolig/1929002/langdraget_27_st_tv_2720_vanloese
1929231,Tybjergvej 27,2720 Vanløse,Villa,7195000,41114,0.0,175,1192,6,1936-01-01,C,7851,2022-09-08,,51,online,2022-10-26 20:28:32,/bolig/1929231/tybjergvej_27_2720_vanloese
1929691,"Skjulhøj Allé 77, st. th",2720 Vanløse,Ejerlejlighed,2395000,35746,0.0,67,0,3,1939-01-01,D,2727,2022-09-09,,50,online,2022-10-26 20:28:32,/bolig/1929691/skjulhoej_alle_77_st_th_2720_vanloese
1929397,Nordbyvej 13,2720 Vanløse,Villalejlighed,3998000,32241,0.0,124,0,5,1934-01-01,D,4078,2022-09-09,,50,online,2022-10-26 20:28:32,/bolig/1929397/nordbyvej_13_2720_vanloese
1930632,"Vendsysselvej 41, st. tv",2720 Vanløse,Ejerlejlighed,6195000,49166,0.0,126,0,5,1936-01-01,D,5131,2022-09-13,,46,online,2022-10-26 20:28:32,/bolig/1930632/vendsysselvej_41_st_tv_2720_vanloese
1930679,Damstien 10,2720 Vanløse,Villa,10500000,52500,0.0,200,1328,7,1943-01-01,D,9898,2022-09-13,,46,online,2022-10-26 20:28:32,/bolig/1930679/damstien_10_2720_vanloese
1931059,"Slotsherrensvej 9, st.. tv.",2720 Vanløse,Ejerlejlighed,2495000,33716,0.0,74,0,3,1936-01-01,C,3395,2022-09-14,,45,online,2022-10-26 20:28:32,/bolig/1931059/slotsherrensvej_9_st_tv_2720_vanloese
1931920,"Nedertoften 37, ST. TH",2720 Vanløse,Ejerlejlighed,2250000,38793,-0.02,58,0,2,1939-01-01,D,2508,2022-09-16,,43,online,2022-10-26 20:28:32,/bolig/1931920/nedertoften_37_st_th_2720_vanloese
1931831,"Bangsbovej 67B, st..",2720 Vanløse,Villalejlighed,5798000,52709,0.0,110,0,4,1931-01-01,E,3370,2022-09-16,,43,online,2022-10-26 20:28:32,/bolig/1931831/bangsbovej_67b_st_2720_vanloese
1932166,"Flakholmen 14, st.. tv.",2720 Vanløse,Ejerlejlighed,2795000,39928,-0.03,70,0,3,1938-01-01,D,2832,2022-09-18,,41,online,2022-10-26 20:28:32,/bolig/1932166/flakholmen_14_st_tv_2720_vanloese
1932578,"Tryggevældevej 25, st..",2720 Vanløse,Villalejlighed,4995000,61666,-0.06,81,612,3,1933-01-01,C,3141,2022-09-19,,40,online,2022-10-26 20:28:32,/bolig/1932578/tryggevaeldevej_25_st_2720_vanloese
1932840,"Bygholmvej 20, st..",2720 Vanløse,Villalejlighed,5895000,62712,0.0,94,709,4,1924-01-01,D,3328,2022-09-20,,39,online,2022-10-26 20:28:32,/bolig/1932840/bygholmvej_20_st_2720_vanloese
1933725,"Bogholder Allé 31A, 3. tv.",2720 Vanløse,Ejerlejlighed,4195000,46098,0.0,91,0,3,1981-01-01,B,3693,2022-09-22,,37,online,2022-10-26 20:28:32,/bolig/1933725/bogholder_alle_31a_3_tv_2720_vanloese
1933321,"Guldagervej 26, 1.",2720 Vanløse,Villalejlighed,4800000,52747,0.0,91,0,4,1941-01-01,E,3885,2022-09-21,,38,online,2022-10-26 20:28:32,/bolig/1933321/guldagervej_26_1_2720_vanloese
1933523,"Lyngholmvej 13B, st..",2720 Vanløse,Villalejlighed,5395000,56789,0.0,95,542,5,1930-01-01,D,3047,2022-09-22,,37,online,2022-10-26 20:28:32,/bolig/1933523/lyngholmvej_13b_st_2720_vanloese
1933629,Lønstrupvej 94,2720 Vanløse,Villa,10800000,51674,-0.05,209,765,8,1937-01-01,C,8204,2022-09-22,,37,online,2022-10-26 20:28:32,/bolig/1933629/loenstrupvej_94_2720_vanloese
1933994,"Rydsletten 17, st. th",2720 Vanløse,Ejerlejlighed,2295000,40982,-0.04,56,0,2,1939-01-01,D,2499,2022-09-23,,36,online,2022-10-26 20:28:32,/bolig/1933994/rydsletten_17_st_th_2720_vanloese
1934404,Eriksholmvej 22,2720 Vanløse,Villa,7495000,47436,0.0,158,600,6,1934-01-01,D,5978,2022-09-24,,35,online,2022-10-26 20:28:32,/bolig/1934404/eriksholmvej_22_2720_vanloese
1934536,Hjortdalsvej 8,2720 Vanløse,Villa,4495000,38093,0.0,118,673,4,1956-01-01,F,5967,2022-09-26,,33,online,2022-10-26 20:28:32,/bolig/1934536/hjortdalsvej_8_2720_vanloese
1936033,Åløkkevej 32B,2720 Vanløse,Rækkehus,6595000,58362,0.0,113,235,4,1945-01-01,C,4676,2022-09-27,,32,online,2022-10-26 20:28:32,/bolig/1936033/aaloekkevej_32b_2720_vanloese
1936292,Vendsysselvej 12 1 tv,2720 Vanløse,Ejerlejlighed,3295000,44527,0.0,74,0,3,1929-01-01,C,3360,2022-09-27,,32,online,2022-10-26 20:28:32,/bolig/1936292/vendsysselvej_12_1_tv_2720_vanloese
1936435,"Grøndals Parkvej 18, 2. tv.",2720 Vanløse,Ejerlejlighed,3295000,45763,0.0,72,0,3,1937-01-01,D,3103,2022-09-28,,31,online,2022-10-26 20:28:32,/bolig/1936435/groendals_parkvej_18_2_tv_2720_vanloese
1936603,Birkholmvej 21,2720 Vanløse,Villa,5995000,51239,0.0,117,617,6,1927-01-01,D,5626,2022-09-28,,31,online,2022-10-26 20:28:32,/bolig/1936603/birkholmvej_21_2720_vanloese
1936878,"Markskellet 3, 2. TV",2720 Vanløse,Ejerlejlighed,1965000,34473,0.0,57,0,2,1936-01-01,C,2795,2022-09-29,,30,online,2022-10-26 20:28:32,/bolig/1936878/markskellet_3_2_tv_2720_vanloese
1936978,"Nedertoften 21, 3. tv.",2720 Vanløse,Ejerlejlighed,3850000,40526,0.0,95,0,4,1939-01-01,D,4354,2022-09-29,,30,online,2022-10-26 20:28:32,/bolig/1936978/nedertoften_21_3_tv_2720_vanloese
1937825,"Hyltebjerg Allé 1, st. tv",2720 Vanløse,Ejerlejlighed,3295000,53145,0.0,62,0,2,1938-01-01,D,3229,2022-10-03,,26,online,2022-10-26 20:28:32,/bolig/1937825/hyltebjerg_alle_1_st_tv_2720_vanloese
1937964,"Markskellet 3, st.. tv.",2720 Vanløse,Ejerlejlighed,2250000,39473,0.0,57,2513,2,1936-01-01,C,2278,2022-10-04,,25,online,2022-10-26 20:28:32,/bolig/1937964/markskellet_3_st_tv_2720_vanloese
1938148,Egholmvej 1,2720 Vanløse,Villa,5995000,61804,0.0,97,578,5,1933-01-01,D,6039,2022-10-04,,25,online,2022-10-26 20:28:32,/bolig/1938148/egholmvej_1_2720_vanloese
1937942,Slotsherrensvej 30,2720 Vanløse,Villa,6995000,63590,0.0,110,820,4,1934-01-01,C,6199,2022-10-04,,25,online,2022-10-26 20:28:32,/bolig/1937942/slotsherrensvej_30_2720_vanloese
1938300,"Bellahøjvej 141, st.. tv.",2720 Vanløse,Andelsbolig,1519907,0,0.05,62,0,2,1952-01-01,C,4536,2022-10-04,,25,online,2022-10-26 20:28:32,/bolig/1938300/bellahoejvej_141_st_tv_2720_vanloese
1938339,"Havdrupvej 98, st.",2720 Vanløse,Villalejlighed,4995000,42692,0.0,117,587,5,1933-01-01,D,4019,2022-10-05,,24,online,2022-10-26 20:28:32,/bolig/1938339/havdrupvej_98_st_2720_vanloese
1938600,Tybjergvej 62A,2720 Vanløse,Villa,5195000,47227,0.0,110,358,4,1987-01-01,C,4711,2022-10-05,,24,online,2022-10-26 20:28:32,/bolig/1938600/tybjergvej_62a_2720_vanloese
1938243,Hjertingvej 29,2720 Vanløse,Villa,10000000,57142,0.0,175,768,7,1938-01-01,C,8354,2022-10-04,,25,online,2022-10-26 20:28:32,/bolig/1938243/hjertingvej_29_2720_vanloese
1939378,"Linde Allé 11, 3. 307.",2720 Vanløse,Ejerlejlighed,1795000,32636,0.0,55,0,1,1971-01-01,D,2882,2022-10-07,,22,online,2022-10-26 20:28:32,/bolig/1939378/linde_alle_11_3_307_2720_vanloese
1939353,"Ådalsvej 69, 2. tv.",2720 Vanløse,Ejerlejlighed,2145000,41250,0.0,52,0,2,1937-01-01,D,2430,2022-10-07,,22,online,2022-10-26 20:28:32,/bolig/1939353/aadalsvej_69_2_tv_2720_vanloese
1939335,"Ålekistevej 100, st. tv.",2720 Vanløse,Andelsbolig,2233438,0,0.0,93,1574,3,1929-01-01,C,3746,2022-10-07,,22,online,2022-10-26 20:28:32,/bolig/1939335/aalekistevej_100_st_tv_2720_vanloese
1939515,Jydeholmen 22 st th,2720 Vanløse,Ejerlejlighed,4995000,43434,0.0,115,0,5,1932-01-01,D,6937,2022-10-07,,22,online,2022-10-26 20:28:32,/bolig/1939515/jydeholmen_22_st_th_2720_vanloese
1939606,"Himmerlandsvej 17, st.. th.",2720 Vanløse,Ejerlejlighed,2195000,39909,0.0,55,732,2,1934-01-01,D,2683,2022-10-09,,20,online,2022-10-26 20:28:32,/bolig/1939606/himmerlandsvej_17_st_th_2720_vanloese
1940353,"Jernbane Allé 18, 2. tv.",2720 Vanløse,Ejerlejlighed,2595000,43250,0.0,60,2048,2,1939-01-01,D,2358,2022-10-11,,18,online,2022-10-26 20:28:32,/bolig/1940353/jernbane_alle_18_2_tv_2720_vanloese
1940624,"Langdraget 17, 1. TV",2720 Vanløse,Ejerlejlighed,2795000,43000,0.0,65,0,3,1934-01-01,D,2699,2022-10-12,,17,online,2022-10-26 20:28:32,/bolig/1940624/langdraget_17_1_tv_2720_vanloese
1940316,Bellahøjvej 170 st th,2720 Vanløse,Ejerlejlighed,3250000,38690,0.0,84,0,3,1935-01-01,E,5847,2022-10-11,,18,online,2022-10-26 20:28:32,/bolig/1940316/bellahoejvej_170_st_th_2720_vanloese
1941059,"Frederiksgårds Allé 12, 1. th.",2720 Vanløse,Ejerlejlighed,2195000,38508,0.0,57,1083,2,1934-01-01,C,2467,2022-10-13,,16,online,2022-10-26 20:28:32,/bolig/1941059/frederiksgaards_alle_12_1_th_2720_vanloese
1941115,"Frederiksgårds Allé 8A, ST. TV",2720 Vanløse,Ejerlejlighed,2795000,35833,0.0,78,0,3,1934-01-01,D,3492,2022-10-13,,16,online,2022-10-26 20:28:32,/bolig/1941115/frederiksgaards_alle_8a_st_tv_2720_vanloese
1941122,"Katrinedalsvej 28A, 1.",2720 Vanløse,Villalejlighed,4795000,47009,0.0,102,384,4,1934-01-01,D,2620,2022-10-13,,16,online,2022-10-26 20:28:32,/bolig/1941122/katrinedalsvej_28a_1_2720_vanloese
1941472,Ved Damhussøen 4,2720 Vanløse,Villa,12500000,40322,0.0,310,894,7,1974-01-01,C,12722,2022-10-14,,15,online,2022-10-26 20:28:32,/bolig/1941472/ved_damhussoeen_4_2720_vanloese
1941653,Sandhøjen 28,2720 Vanløse,Villa,5995000,74937,0.0,80,774,3,1934-01-01,E,6215,2022-10-14,,15,online,2022-10-26 20:28:34,/bolig/1941653/sandhoejen_28_2720_vanloese
1941641,Bellahøjvej 159,2720 Vanløse,Villa,7995000,53300,0.0,150,953,6,1925-01-01,D,7190,2022-10-14,,15,online,2022-10-26 20:28:34,/bolig/1941641/bellahoejvej_159_2720_vanloese
1941727,"Skjulhøj Allé 1, 2. tv.",2720 Vanløse,Ejerlejlighed,2825000,46311,0.0,61,991,3,1934-01-01,D,2318,2022-10-16,,13,online,2022-10-26 20:28:34,/bolig/1941727/skjulhoej_alle_1_2_tv_2720_vanloese
1941769,"Åbakkevej 45, 1. tv",2720 Vanløse,Ejerlejlighed,2350000,40517,0.0,58,0,2,1941-01-01,D,2957,2022-10-17,,12,online,2022-10-26 20:28:34,/bolig/1941769/aabakkevej_45_1_tv_2720_vanloese
1942122,"Kirkebjerg Allé 45, 2. tv.",2720 Vanløse,Ejerlejlighed,2595000,40546,0.0,64,0,2,1936-01-01,D,2301,2022-10-18,,11,online,2022-10-26 20:28:34,/bolig/1942122/kirkebjerg_alle_45_2_tv_2720_vanloese
1942123,"Jernbane Allé 52, 1.",2720 Vanløse,Villalejlighed,4495000,36844,0.0,122,633,4,1903-01-01,F,3018,2022-10-18,,11,online,2022-10-26 20:28:34,/bolig/1942123/jernbane_alle_52_1_2720_vanloese
1942268,"Kongsdalvej 10, 1. + 2. sal",2720 Vanløse,Ejerlejlighed,4995000,39960,0.0,125,540,5,1927-01-01,D,3355,2022-10-18,,11,online,2022-10-26 20:28:34,/bolig/1942268/kongsdalvej_10_1_-_2_sal_2720_vanloese
1942660,"Bobakken 6, 1. tv.",2720 Vanløse,Ejerlejlighed,2150000,40566,0.0,53,1849,2,1940-01-01,C,2707,2022-10-19,,10,online,2022-10-26 20:28:34,/bolig/1942660/bobakken_6_1_tv_2720_vanloese
1943076,"Slotsherrensvej 62, 1.",2720 Vanløse,Villalejlighed,2885000,28850,0.0,100,0,2,1920-01-01,E,4027,2022-10-21,,8,online,2022-10-26 20:28:34,/bolig/1943076/slotsherrensvej_62_1_2720_vanloese
1943015,Harboørevej 6,2720 Vanløse,Villa,4195000,64538,0.0,65,306,3,1946-01-01,D,4635,2022-10-20,,9,online,2022-10-26 20:28:34,/bolig/1943015/harbooerevej_6_2720_vanloese
1943017,Katholmvej 8,2720 Vanløse,Villa,8195000,61156,0.0,134,620,7,1917-01-01,E,6132,2022-10-20,,9,online,2022-10-26 20:28:34,/bolig/1943017/katholmvej_8_2720_vanloese
1943219,Krogebjerg 60,2720 Vanløse,Villa,9495000,55852,0.0,170,701,4,2018-01-01,A15,6034,2022-10-21,,8,online,2022-10-26 20:28:34,/bolig/1943219/krogebjerg_60_2720_vanloese
1943384,"Fossgårdsvej 5, 1.",2720 Vanløse,Villalejlighed,3995000,51217,0.0,78,599,4,1930-01-01,C,2340,2022-10-23,,6,online,2022-10-26 20:28:34,/bolig/1943384/fossgaardsvej_5_1_2720_vanloese
1943617,"Ådalsvej 61, 3. tv.",2720 Vanløse,Ejerlejlighed,2148000,39777,0.0,54,0,2,1937-01-01,D,2321,2022-10-24,,5,online,2022-10-26 20:28:34,/bolig/1943617/aadalsvej_61_3_tv_2720_vanloese
1943660,Tybjergvej 25,2720 Vanløse,Villa,5895000,62052,0.0,95,717,4,1934-01-01,F,6034,2022-10-24,,5,online,2022-10-26 20:28:34,/bolig/1943660/tybjergvej_25_2720_vanloese
1943722,"Skjulhøj Allé 75, ST. TV",2720 Vanløse,Ejerlejlighed,2395000,34214,0.0,70,0,3,1939-01-01,D,2786,2022-10-24,,5,online,2022-10-26 20:28:34,/bolig/1943722/skjulhoej_alle_75_st_tv_2720_vanloese
1943888,"Støvringvej 1, st.",2720 Vanløse,Villalejlighed,9800000,52972,0.0,185,0,7,1920-01-01,E,5100,2022-10-25,,4,online,2022-10-26 20:28:34,/bolig/1943888/stoevringvej_1_st_2720_vanloese
1944392,"Langdraget 7, 1. tv.",2720 Vanløse,Ejerlejlighed,2150000,44791,0.0,48,0,2,1935-01-01,D,2359,2022-10-27,,2,online,2022-10-27 21:50:33,/bolig/1944392/langdraget_7_1_tv_2720_vanloese
1945068,"Grøndals Parkvej 8B, st. tv",2720 Vanløse,Ejerlejlighed,2285000,35703,0.0,64,0,3,1946-01-01,C,3524,2022-10-28,,1,online,2022-10-29 08:30:59,/bolig/1945068/groendals_parkvej_8b_st_tv_2720_vanloese
